zcta_code,Total population,sex ratio,median age,disability rate,computer rate,internet rate,full time percent,median households income,poverty rate,households with disability,food stamps households,uninsured rate,need_service_households,non_white_rate,worker rate,Total population_weighted,sex ratio_weighted,median age_weighted,non_white_rate_weighted,disability rate_weighted,households with disability_weighted,need_service_households_weighted,poverty rate_weighted,food stamps households_weighted,uninsured rate_weighted,full time percent_weighted,worker rate_weighted,Combined_Score,demographic_demand,vulnerability_demand,poverty_demand,development_demand
60076,31.10329621256524,70.48665620094191,76.32508833922262,17.692843601834607,96.3095446,91.327866,79.37062937062937,40.3144,19.89389920424403,52.31788079470199,11.51794120723925,23.214285714285715,89.35573054854963,40.98672574835184,59.89674200750087,3.4458708396844924,2.2377828133334736,2.9445849870959426,4.157053027797134,1.4492438153679688,3.4599138835845333,5.562272753500675,1.9781297263072926,2.149739373280228,3.0826721436163256,3.1258226219758285,2.9299545142698564,36.52304049981375,12.785291667911043,10.471430452453179,7.210541243203846,6.055777136245685
60077,27.20142901001982,75.51020408163265,75.79505300353357,18.67463628697865,95.9062185,91.0065024,71.91142191142193,31.1304,34.74801061007957,52.75938189845475,19.050109844125952,28.92857142857143,75.85397337159912,43.09973475232147,64.05578314299183,3.013590919200024,2.3972684481367503,2.9241364802411094,4.3713636446452675,1.5296637302747493,3.4891114691000142,4.721806723972444,3.455133255283404,3.5555634865969976,3.841483748198806,2.832059556180744,3.133401328596414,39.26458279042672,12.70635949222315,9.740581923347207,10.852180490079208,5.965460884777158
60089,39.99832537888303,71.27158555729983,72.79151943462898,13.140395214767905,96.1731613,94.1326044,83.21678321678323,51.0148,17.241379310344826,36.42384105960265,9.341981378805311,11.785714285714286,77.90330773209105,30.709397747477333,66.71211874284147,4.431333004622978,2.2627024437714853,2.8082616080637233,3.114681462280764,1.0763468510239114,2.4088008050272065,4.849375001979903,1.714379096132987,1.743612407210938,1.5650489344513654,3.2772942027764196,3.2633406578711273,32.51517647521281,12.61697851873895,8.334522658031021,5.023040437795291,6.540634860647547
60090,36.315089266608986,76.76609105180533,69.08127208480565,14.708029569458168,96.9861596,91.2947872,79.48717948717949,32.024,24.137931034482754,40.17660044150111,15.503713777591797,51.78571428571429,65.4016925429725,39.84747426696946,67.91803146049119,4.023274777346389,2.4371398568375695,2.665122060079892,4.041505158733858,1.2047538185199471,2.656980281908798,4.07116645156799,2.4001307345861815,2.893654633243685,6.876730166528727,3.1304126698788766,3.322330000070253,39.72320060930217,13.16704185299771,7.932900551996735,12.170515534358595,6.45274266994913
60091,25.817075553322727,75.66718995290424,80.74204946996467,15.162079469702656,95.9914795,94.1711851,79.25407925407926,71.88000000000001,10.079575596816976,44.812362030905085,3.284862433308924,3.928571428571429,92.48341175334792,14.293736433182438,55.98576628262571,2.860221219228424,2.4022523742243527,3.1149892108862174,1.4497332790845012,1.2419456359918166,2.9635549298213517,5.756966656625707,1.0022523946623618,0.6130955160853693,0.5216829781504552,3.1212325740727804,2.738642255935959,27.7865690247693,9.827196083423495,9.962467222438875,2.1370308888981864,5.8598748300087395
60093,18.959502079321226,75.43171114599684,79.15194346289752,8.919904589418408,98.9071038,97.1836906,77.97202797202799,90.8052,11.936339522546415,28.03532008830022,0.4498378491474003,9.285714285714286,88.19976406677168,6.481192749597254,55.680581599767606,2.100484620780399,2.3947764850929487,3.053643690321718,0.6573509215854725,0.7306409783979863,1.854046680233062,5.490315411469209,1.1868778357843754,0.08395894010086266,1.2330688574465303,3.0707420471392504,2.723713610249118,24.579620078600932,8.206255717780538,8.075003070100257,2.5039056333317684,5.794455657388369
60103,39.37034246001842,77.70800627943484,71.90812720848056,14.418673823148517,95.7207207,92.4924925,84.26573426573427,50.8552,9.549071618037134,44.37086092715232,7.88785437807302,18.92857142857143,79.25514511564653,26.49449038570581,66.32305344528888,4.361760056047151,2.4670434133631836,2.774180763305668,2.687187118923968,1.1810523132550184,2.93435734430587,4.933525041373614,0.9495022686275004,1.4722102520011733,2.5135634401794658,3.318604633903853,3.2443088443416497,32.83729548962812,12.29017135163997,9.048934698934502,4.93527596080814,6.562913478245503
60104,17.476532045735762,67.58241758241758,66.60777385159011,16.38070580882038,90.7204705,86.505473,81.81818181818183,28.934800000000003,28.38196286472148,48.78587196467992,13.233601841196776,30.714285714285715,79.99608036513648,87.49334157097971,65.87974374757053,1.9361893911065202,2.1455801807128294,2.569695694757339,8.873957454490148,1.341764903315682,3.2263331994606834,4.979647253402388,2.8221317428650705,2.4699548657579364,4.078612374630831,3.222213627939841,3.2226235705435053,40.88870425898278,15.525422721066837,9.547745356178753,9.370698983253837,6.444837198483347
60107,36.91888321378399,75.82417582417581,67.31448763250883,13.869428338237384,98.3263915,95.2063612,85.43123543123544,37.8008,25.72944297082228,38.85209713024283,16.591693691808764,42.85714285714286,75.07686668241574,31.76834352719357,66.78381825500257,4.09016787901411,2.4072363003119546,2.5969603705637825,3.2220843757720763,1.1360629017144277,2.569387525362354,4.67343288899541,2.5583811126907654,3.0967181162783297,5.691087034368602,3.364505112934335,3.2668479656525933,38.67287158365874,12.316448925661922,8.378883316072192,11.346186263337696,6.631353078586928
60120,47.469926595774375,82.02511773940344,58.30388692579505,15.23436970820312,96.84106,93.6386768,79.02097902097903,31.344,28.647214854111404,42.60485651214128,25.90229103462705,52.142857142857146,72.40750817656364,39.51471901947285,67.2958358037112,5.259096486122923,2.6041013807722493,2.249335754031623,4.0077556658464735,1.2478670233852716,2.8175670022439445,4.507268950820687,2.8485068058825016,4.834472923017115,6.924155891815132,3.112052478266684,3.291894204862672,43.70407456706727,14.120289286773268,8.572702976449904,14.607135620714748,6.403946683129355
60126,44.49096169769368,75.74568288854002,72.26148409893992,11.547513583140969,95.8144796,92.709276,79.6037296037296,56.0704,13.26259946949602,33.554083885209714,6.611570247933884,11.785714285714286,78.17465042444603,9.148436042752673,62.97753516812894,4.929063032286187,2.4047443372681534,2.7878131012088896,0.9278744046214211,0.945871846259318,2.219016499176578,4.866265715706737,1.3187531508715284,1.2340011661336092,1.5650489344513654,3.1350027177819246,3.080656931896904,29.414111837662617,11.049494875384653,8.031154061142633,4.117803251456503,6.215659649678829
60130,13.301143394084868,69.30926216640502,74.91166077738515,22.783336119960254,94.5005459,90.0655022,80.06993006993008,31.450000000000003,27.05570291777188,46.35761589403974,6.653415629249921,22.142857142857142,50.756746539206674,38.89855726869437,71.68288036054385,1.4736065863534695,2.2004033676764556,2.8900556354830544,3.9452618455932305,1.8662126737998341,3.065746479125536,3.1595384716593475,2.690256427777918,1.2418113000964803,2.9403949677571104,3.153362909394118,3.506494207680607,32.13314487239717,10.50932743510621,8.091497624584719,6.872462695631509,6.659857117074725
60131,17.126722301301555,73.9403453689168,67.49116607773851,19.448166095087476,94.4434798,89.5120681,83.44988344988344,29.8424,39.25729442970822,62.25165562913907,7.605398054189768,56.42857142857143,77.43831214509984,23.993926489342645,68.26957893330206,1.897434681973912,2.3474291872607265,2.6037765395153936,2.4335689894739794,1.593024562237806,4.116859557682862,4.820429658820138,3.9035093265797243,1.4194918477517944,7.493264595251992,3.2864742985825153,3.3395265631957294,39.25478980832658,9.28220939822401,10.530313778740807,12.816265769583511,6.626000861778245
60133,34.929805464846915,72.29199372056513,60.42402826855124,14.431633792386265,97.6244039,93.9440295,81.23543123543125,35.384,35.54376657824933,47.46136865342164,16.790459253059943,42.5,82.94881186427845,40.51755779608549,66.30624759797519,3.8698020063398624,2.295097963340901,2.3311297814509544,4.109467961634765,1.1821138811797591,3.138740442914239,5.163450775182751,3.534258444335696,3.133816252601967,5.643661309082196,3.1992633884246002,3.2434867567530343,40.84428896324072,12.605497712766484,9.48430509927675,12.311736006019858,6.442750145177635
60141,0.0,0.0,0.0,100.0,100.0,100.0,0.0,5.6176,58.35543766578248,100.0,1.3285908567841824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.191129973124804,6.6132531192565125,0.0,5.802513863834725,0.24797175332115254,0.0,0.0,0.0,20.854868709537193,0.0,14.804383092381316,6.050485617155878,0.0
60153,21.906835245192443,75.19623233908948,70.4946996466431,23.13487130476493,90.0417101,78.1021898,83.21678321678323,25.9068,42.17506631299735,66.4459161147903,21.571294068417195,49.28571428571429,74.604758850941,83.31887857044129,67.99355007938843,2.427013659429611,2.3873005959615456,2.7196514116927797,8.45056515517936,1.8950073776884495,4.394236620079935,4.644044818285167,4.193635019771461,4.026124057859972,6.544750089523892,3.2772942027764196,3.3260241261768395,48.28564713442544,15.984530822263297,10.933288816053551,14.764509167155326,6.603318328953259
60154,15.664219859145758,67.81789638932496,87.10247349823321,22.1766904196336,94.1217635,89.4471659,89.62703962703964,40.5656,11.140583554376656,48.78587196467992,5.356208808452767,4.285714285714286,76.22229214716069,30.829989252528275,61.734450238774016,1.7354070150684315,2.153056069844233,3.360371293144212,3.126912380268127,1.816521536009705,3.2263331994606834,4.74473406704638,1.1077526467320837,0.9996971472474809,0.56910870343686,3.529746837444071,3.0198492455635106,29.389490141265778,10.375746758325004,9.787588802516769,2.676558497416425,6.5495960830075814
60155,7.447412245201746,86.49921507064363,72.08480565371023,25.055772921183877,90.1502504,85.475793,77.97202797202799,23.5228,40.58355437665782,65.12141280353201,4.330996966209854,31.07142857142857,88.69138470110366,83.39600069734254,61.97317520903013,0.8250836345918391,2.7461432742689174,2.7809969322572785,8.458387218671659,2.0523509257451806,4.30664386353349,5.520918127630964,4.0353846416668775,0.8083488651571428,4.126038099917236,3.0707420471392504,3.0315268974829297,41.76256452806276,14.810611059789693,11.879912916909635,8.969771606741256,6.10226894462218
60160,23.64658051671365,85.63579277864991,59.89399293286218,14.206221938418734,91.7324778,84.66189539999999,88.92773892773893,25.76,24.933687002652515,45.033112582781456,10.356731875719216,56.78571428571429,79.50228004648727,40.6274237093679,68.59850332501911,2.619756494743382,2.7187316807871045,2.310681274596121,4.120611043184301,1.1636501032464486,2.9781537225790915,4.948908854855021,2.4792559236384735,1.9330081558105587,7.540690320538397,3.502206550025781,3.35561647850772,39.6712706025124,11.76978049331091,9.09071268068056,11.95295439998743,6.857823028533502
60162,7.708839208462419,80.92621664050235,73.4982332155477,23.09909108936105,91.7595407,88.9226613,83.56643356643357,27.3,20.15915119363395,67.10816777041943,2.531645569620253,28.92857142857143,68.62374800601336,70.42408068883078,67.91673541160422,0.8540465954063683,2.5692138981590324,2.8355262838701667,7.142718343855658,1.8920765737400538,4.438032998353156,4.271735023973121,2.004504789324723,0.4725131047536922,3.841483748198806,3.291064346485564,3.322266601558751,36.93518230767909,13.401505121291226,10.601844596066332,6.318501642277221,6.6133309480443145
60163,4.937341259873287,78.80690737833595,72.6148409893993,21.641453527037704,94.5917285,91.1983033,85.19813519813519,31.8472,10.610079575596815,55.629139072847686,1.788890051260592,14.642857142857142,77.70438480060386,51.53560576991045,63.78022743993981,0.5469979823583873,2.501930895976401,2.801445439112112,5.226966587195138,1.7726795864730605,3.678895774950643,4.836992319917263,1.0550025206972227,0.3338832269127329,1.9444547367426053,3.3553250171282385,3.119922036584355,31.17449612404816,11.077340904642037,10.288567681340966,3.333340484352561,6.475247053712594
60164,20.20616446640059,78.64992150706436,66.25441696113074,22.50150137365465,90.9216717,83.2133961,84.14918414918415,28.6196,33.68700265251989,65.56291390728477,11.07856470342086,47.85714285714286,76.31419664678685,30.53891409121701,64.26084784262561,2.23859980758278,2.496946969888798,2.556063356854117,3.0973902640572657,1.8431272234205156,4.335841449048972,4.750454997210081,3.349633003213682,2.067732966670083,6.355047188378272,3.314014586000805,3.143432429158347,39.548284241483714,10.389000398382962,10.929423669679569,11.772413158262037,6.457447015159152
60165,4.289821094644004,84.92935635792779,59.18727915194346,15.770410008491757,93.7953263,88.31587429999999,85.43123543123544,29.779200000000003,47.74535809018567,72.18543046357617,4.027617951668584,100.0,90.2670232502074,49.8999081261435,70.82976599925196,0.4752605420490906,2.696304013392894,2.2834165987896773,5.0610669765668,1.2917747810902422,4.773805231781192,5.61899948533732,4.747511343137502,0.7517253939263284,13.279203080193403,3.364505112934335,3.4647626177763917,47.808335176975184,10.516048130798463,11.684579498208754,18.778439817257233,6.829267730710726
60169,31.8066370816936,74.80376766091051,62.54416961130742,15.402640892909114,97.5184881,93.2292523,83.44988344988344,37.0048,15.915119363395224,43.046357615894046,11.298252955330057,33.214285714285715,67.46632620025144,43.48745825995432,70.4257545915206,3.5237925420894185,2.3748407807425393,2.412923808870286,4.410688258942327,1.2616503348318564,2.8467645877594263,4.199687090002069,1.5825037810458342,2.1087361699751557,4.410592451635666,3.2864742985825153,3.444999688972171,35.86365379344926,12.722245390644572,8.30810201259335,8.101832402656656,6.731473987554686
60171,9.834677681952236,68.3673469387755,62.54416961130742,11.62464585241327,91.7844061,88.93249610000001,85.78088578088578,28.9864,30.503978779840843,33.333333333333336,3.7870070091013694,22.142857142857142,73.42918912444098,23.83387645263183,64.02989131084954,1.089563910214907,2.170499811150841,2.412923808870286,2.4173360145885803,0.9521898506866328,2.2044177064188375,4.570867200919054,3.0331322470045152,0.7068171236398204,2.9403949677571104,3.3782752566434797,3.132134784074535,29.0085526819686,8.090323544824615,7.727474758024524,6.680344338401446,6.510410040718014
60172,22.706932001079203,70.32967032967032,74.02826855123675,13.709524553535896,95.781147,93.331136,79.02097902097903,41.9168,13.79310344827586,35.099337748344375,6.381420650695679,17.857142857142858,69.42606580720356,11.907980323646308,67.13912737018106,2.51565474946696,2.2327988872458713,2.855974790725,1.2077594576178892,1.1229649748775832,2.321208048480763,4.321678216399757,1.3715032769063895,1.1910454293378192,2.3712862643202506,3.112052478266684,3.2842285361325043,27.908155109777468,8.812187885055721,7.765851239758103,4.933834970564459,6.396281014399189
60173,13.039716430824193,77.55102040816325,60.42402826855124,9.022291212550464,98.3601579,95.4296994,86.94638694638694,42.0972,14.05835543766578,23.17880794701987,3.4627053039020814,26.78571428571429,46.74758613905478,56.43136166111909,75.59766051600347,1.44464362553894,2.462059487275581,2.3311297814509544,5.723515566878467,0.7390275997738264,1.532873239562768,2.9099736869356363,1.39787833992382,0.6462885854275707,3.556929396480376,3.4241757356739613,3.697992566429845,29.86648761135175,11.961348461143944,5.181874526272231,5.601096321831767,7.122168302103806
60176,10.86643035902016,85.00784929356357,67.49116607773851,8.571618066153947,92.3219671,82.7650197,75.29137529137529,26.344800000000003,22.811671087533156,25.165562913907287,4.979600376608431,53.92857142857143,70.27129856804491,26.1838003357309,64.24178868926458,1.2038696879491169,2.6987959764366947,2.6037765395153936,2.655675574896654,0.7021123765985167,1.6642623743824339,4.374292806724656,2.268255419499029,0.9294059415816425,7.1612845182471565,2.965170945369141,3.1425001171400857,32.36940227834052,9.162117778797858,6.740667557705606,10.358945879327829,6.107671062509226
60192,15.249285960162624,84.6938775510204,78.62190812720847,9.430046005077717,99.5024876,98.8677303,81.58508158508158,60.1616,8.222811671087532,29.58057395143488,1.7679673606025734,13.214285714285715,78.79988281847311,37.23503338962482,66.12560597843166,1.6894373334909223,2.6888281242614904,3.033195183466885,3.776539976450585,0.7724273248013791,1.9562382295372465,4.9051855822732495,0.8176269535403476,0.3299781599312974,1.7547518355969856,3.213033532133744,3.2346503541223157,28.171892589606447,11.188000617669882,7.633851136611875,2.9023569490686305,6.447683886256059
60193,37.35335435913181,76.53061224489795,72.96819787985865,16.045422070178304,97.2359076,94.9133022,81.23543123543125,35.8712,21.22015915119363,42.60485651214128,7.982006486034103,18.571428571428573,71.26378589603713,24.52810233839534,61.48677653671336,4.1383020523250895,2.4296639677061656,2.8150777770153335,2.487747440914929,1.3143013765047575,2.8175670022439445,4.43607379367195,2.1100050413944453,1.4897830534176326,2.4661377148930606,3.1992633884246002,3.007733850683975,32.711656459195886,11.870791237961518,8.567942172420652,6.0659258097051385,6.206997239108575
60194,19.041372445039865,70.32967032967032,70.31802120141342,17.72309231723551,95.4355797,91.4022,80.30303030303031,36.5608,18.832891246684348,42.163355408388526,5.387592844439794,24.285714285714285,73.5573070419925,40.5150548398642,62.85420629798214,2.1095548718539874,2.2327988872458713,2.7128352427411686,4.109214100865255,1.451721526961657,2.7883694167284636,4.578842367118885,1.8726294742375704,1.005554747719634,3.2249493194755403,3.1625430052002144,3.0746240832357667,32.32363704338402,11.164403102706283,8.818933310809006,6.1031335414327454,6.2371670884359816
60195,4.526128741150093,61.22448979591836,61.130742049469966,11.423490859997262,100.0,98.8466467,96.96969696969698,36.0752,16.18037135278514,27.814569536423843,1.0565958782299405,18.571428571428573,52.8842247934036,60.79535404035066,76.30927548443587,0.5014405849205869,1.9437311741649326,2.3583944572573983,6.166130764900176,0.9357129838104081,1.8394478874753215,3.2919711008185395,1.6088788440632644,0.1972058825624914,2.4661377148930606,3.818919855336108,3.7328024645862325,28.860773714788518,10.969696981243093,6.067131972104269,4.272222441518816,7.55172231992234
