zcta_code,hospital beds,hospital cost per day,nurse beds,nurse cost per day,home cost per visit,Summary star rating,Overall Rating,num_doctors,doctor_rating,home_rating,hospital beds_weighted,nurse beds_weighted,num_doctors_weighted,hospital cost per day_weighted,nurse cost per day_weighted,home cost per visit_weighted,Summary star rating_weighted,Overall Rating_weighted,doctor_rating_weighted,home_rating_weighted,origin_health_score,quantity_score,expenses_score,quality_score,baseline_score,combined_health_score
60471,0.07766647,0.166665547,0.257880881,0.235609625,1.04658103,0.300902708,0.349181087,0.044090074,0.563156226,0,0.007064654,0.020672433,0.005673829,0.015508755,0.01862406,0.11756956,0.023259036,0.023736018,0.051331547,0,0.283439892,0.033410917,0.151702375,0.0983266,20,20.28343989
60472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
60473,1.2687102,1.746255529,7.620862864,7.509474257,9.381626296,2.256770311,8.043635762,0.371284831,7.152488981,0,0.115403714,0.61090911,0.047779613,0.162494588,0.593595866,1.053901841,0.174442768,0.546776126,0.651947551,0,3.957251176,0.774092436,1.809992295,1.373166445,20,23.95725118
60475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
60476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
60477,0.552505375,0.500937797,1.314786173,1.942232219,3.720226228,1.604814444,1.82904379,0.200803213,2.348545467,0,0.050256688,0.105396838,0.025840807,0.046613843,0.153526196,0.417918295,0.124048191,0.124331522,0.214069322,0,1.262001702,0.181494333,0.618058334,0.462449035,20,21.2620017
60478,9.089344856,10.41386895,35.31448328,40.77389321,65.23227164,22.41725175,42.22597006,3.134572187,44.84678414,0,0.826779947,2.830905099,0.403379381,0.969043374,3.223023826,7.327984401,1.732798161,2.87036273,4.087772968,0,24.27204989,4.061064427,11.5200516,8.690933859,20,44.27204989
60480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
60482,8.762103816,5.330670331,21.78262336,28.38488283,25.33141145,25.72718154,32.01242325,2.643083892,20.71677668,0,0.797013629,1.746154376,0.340131119,0.496035699,2.243718871,2.845649605,1.988647554,2.176084208,1.888328926,0,14.52176399,2.883299124,5.585404174,6.053060687,20,34.52176399
60487,7.562693574,5.958521853,20.16230612,31.64850219,47.0601038,24.87462387,29.53074339,2.922939833,32.01207836,0,0.687913539,1.616265336,0.376145002,0.554459264,2.501695781,5.286581288,1.922746952,2.007388939,2.917892801,0,17.8710889,2.680323878,8.342736333,6.848028692,20,37.8710889
60501,54.03052672,55.13908427,54.98846739,51.22383616,29.2862829,91.54964894,66.02640239,49.78187016,52.6809997,0,4.914694812,4.408025214,6.406290491,5.130865819,4.049052749,3.289927192,7.076561616,4.488226662,4.801859724,0,44.56550428,15.72901052,12.46984576,16.366648,20,64.56550428
60513,0.898847316,0.902248487,1.328031129,2.158855658,0.698305522,4.513540622,2.020262005,0.890155383,1.676502059,0,0.081760451,0.10645859,0.114551622,0.083957069,0.170649469,0.078445405,0.348885536,0.137329818,0.152812736,0,1.274850696,0.302770663,0.333051943,0.63902809,20,21.2748507
60521,0.058091994,0.040614662,0.045803275,0.194267051,0.570205379,0,0.149649037,0.055383321,0.410971165,0,0.005284132,0.003671715,0.007127126,0.003779322,0.015356084,0.064055045,0,0.010172579,0.037459917,0,0.146905921,0.016082972,0.083190452,0.047632496,20,20.14690592
60523,22.80102861,19.99210612,49.91095273,58.45645655,100,64.09227683,63.85773842,15.68446359,41.64907576,0,2.074014521,4.000997819,2.01839002,1.860328573,4.620764351,11.23367962,4.954174607,4.340809036,3.796302662,0,38.89946121,8.093402361,17.71477254,13.09128631,20,58.89946121
60525,0.599231544,0.601498991,0.852742999,1.304492102,0.444899438,3.009027081,1.197192299,0.587248841,1.087300118,0,0.054506967,0.0683582,0.075571421,0.05597138,0.103115224,0.049978577,0.232590357,0.081380633,0.099107129,0,0.820579888,0.198436588,0.209065181,0.413078119,20,20.82057989
60526,1.884832623,1.865418967,3.003386171,5.115641855,3.614699992,9.027081243,4.526883382,1.933929864,4.456381179,0,0.1714471,0.24075961,0.248872058,0.173583122,0.404372364,0.406063816,0.697771071,0.307720517,0.406198011,0,3.05678767,0.661078768,0.984019302,1.4116896,20,23.05678767
60527,0.985985307,0.96317048,1.476680698,2.504144336,2.242547527,4.513540622,2.33826621,1.022425604,2.828437938,0,0.089686649,0.118374744,0.131573109,0.089626053,0.197943248,0.251920604,0.348885536,0.158946548,0.257811399,0,1.64476789,0.339634502,0.539489906,0.765643483,20,21.64476789
60534,2.209468995,2.204910007,3.092512589,4.722015814,1.559309946,11.05817452,4.402175851,2.200790837,3.890504271,0,0.200976494,0.247904226,0.283213655,0.205173835,0.373257697,0.175167884,0.854769562,0.299243368,0.354618475,0,2.994325196,0.732094375,0.753599416,1.508631405,20,22.9943252
60546,9.197793769,9.182880293,11.80347229,19.03257912,11.09600585,43.25476429,17.93294299,9.269589916,17.20945638,0,0.836644617,0.946198465,1.192877759,0.854495994,1.504454227,1.246489748,3.343486384,1.21901406,1.568637572,0,12.71229883,2.975720841,3.605439968,6.131138016,20,32.71229883
60558,5.142404316,5.055679904,7.77051504,13.15723323,9.839872991,24.07221665,11.84721546,5.227999826,12.77644415,0,0.46776053,0.622905635,0.672776765,0.470446972,1.040030099,1.105379806,1.860722857,0.805329177,1.164569635,0,8.209921476,1.763442931,2.615856877,3.830621669,20,28.20992148
60601,0.79323986,0.660688967,0.113663887,0.218857815,0.30061898,0.300902708,0.59859615,0.646035606,1.161546613,0,0.072154244,0.009111607,0.083136526,0.061479194,0.017299892,0.033770573,0.023259036,0.040690316,0.105874678,0,0.446776066,0.164402377,0.112549659,0.16982403,20,20.44677607
60602,0.880851427,0.737500738,0.113663887,0.218857815,0.437877421,0.300902708,0.59859615,0.745354299,1.740865322,0,0.080123519,0.009111607,0.095917573,0.068626771,0.017299892,0.049189747,0.023259036,0.040690316,0.158679431,0,0.542897892,0.185152698,0.13511641,0.222628783,20,20.54289789
60603,0.058407711,0.051207847,0,0,0.080682973,0,0,0.053217492,0.328580907,0,0.00531285,0,0.006848411,0.004765052,0,0.009063667,0,0,0.029950066,0,0.055940046,0.012161261,0.013828719,0.029950066,20,20.05594005
60604,8.523421493,8.661415045,3.722254851,2.9144605,3.204433319,8.199598796,5.780194071,8.351124065,9.441781561,0,0.77530274,0.29838608,1.074682942,0.805972007,0.230377207,0.359975772,0.633808723,0.392915867,0.860615988,0,5.432037326,2.148371762,1.396324986,1.887340578,20,25.43203733
60605,2.044190959,1.939695323,0.730899955,0.717040395,0.877041644,1.354062186,1.515196504,1.855495944,2.770862078,0,0.185942564,0.05859093,0.238778615,0.180494772,0.056679363,0.098524048,0.104665661,0.102997363,0.252563374,0,1.27923669,0.483312109,0.335698183,0.460226398,20,21.27923669
60606,16.67674331,16.78132447,6.940937521,5.549596236,6.270321396,15.64694082,11.24238394,16.25160117,19.08812614,0,1.516940678,0.556404444,2.091373379,1.561555207,0.438674835,0.704387816,1.209469857,0.764215003,1.739877843,0,10.58289906,4.164718501,2.704617858,3.713562703,20,30.58289906
60607,6.391618968,6.644907952,2.991354896,2.197420105,2.206367216,6.845536609,4.264997567,6.402806913,6.081073227,0,0.5813909,0.23979515,0.823959424,0.618329657,0.173697844,0.247856224,0.529143062,0.289918504,0.554288278,0,4.058379044,1.645145474,1.039883726,1.373349844,20,24.05837904
60608,0.445398262,0.557714887,0.274977956,0.148843912,0.155034833,0.601805416,0.196414362,0.505875582,0.302655981,0,0.04051407,0.022042981,0.065099723,0.05189713,0.011765555,0.017416116,0.046518071,0.01335151,0.027587016,0,0.296192172,0.127656774,0.081078802,0.087456597,20,20.29619217
60609,4.494946944,5.261039474,3.845100501,3.974225591,0.720503987,5.942828485,3.78799126,5.162715577,3.407272141,0,0.408866872,0.308233722,0.664375517,0.489556328,0.314147675,0.080939109,0.459365955,0.257493408,0.310571989,0,3.293550575,1.38147611,0.884643113,1.027431352,20,23.29355057
60610,0.705628293,0.583877197,0.325952568,0.442323706,0.135435306,0.300902708,0.916600354,0.67016912,0.651996998,0,0.06418497,0.026129245,0.086242201,0.054331616,0.034964035,0.015214368,0.023259036,0.062307047,0.059429361,0,0.426061879,0.176556416,0.10451002,0.144995443,20,20.42606188
60611,0.470418862,0.389251465,0.075775925,0.14590521,0.079388193,0.200601805,0.3990641,0.345913701,0.297040139,0,0.04278998,0.006074404,0.044514673,0.036221077,0.011533261,0.008918215,0.015506024,0.027126878,0.027075133,0,0.219759645,0.093379057,0.056672554,0.069708034,20,20.21975965
60612,1.073123297,1.125492425,0.341149968,0.210511984,0.241182625,1.278836509,0.495712436,0.997363878,0.56556915,0,0.097612846,0.02734751,0.128347985,0.104730622,0.016640185,0.027093683,0.098850902,0.033696668,0.051551484,0,0.585871887,0.253308341,0.148464491,0.184099054,20,20.58587189
60613,0.329608921,0.306394485,0.695755968,0.66911031,0.108591855,0.601805416,0.591113698,0.324874227,0.195268607,0,0.029981704,0.055773692,0.041807161,0.028510974,0.052890669,0.012198861,0.046518071,0.040181687,0.017798684,0,0.325661503,0.127562557,0.093600503,0.104498443,20,20.3256615
60614,4.70450434,4.566351195,3.335618219,3.08808755,1.217765114,5.315947843,5.190327448,5.064634501,3.746612813,0,0.427928515,0.267392235,0.651753736,0.424913391,0.244101776,0.136799831,0.410909631,0.352818951,0.341502805,0,3.258120871,1.347074486,0.805814998,1.105231387,20,23.25812087
60615,0.353998087,0.443506565,0.287800762,0.33408741,0.030144145,0.451354062,0.280591945,0.394026027,0.243733785,0,0.032200178,0.023070892,0.050706114,0.041269686,0.026408361,0.003386297,0.034888554,0.019073586,0.022216273,0,0.253219939,0.105977184,0.071064343,0.076178412,20,20.25321994
60616,0.457711239,0.618317389,0.503572181,0.279324765,0.287391905,0.75225677,0.318004205,0.56945811,0.533165374,0,0.041634076,0.040367717,0.073281981,0.057536385,0.022079578,0.032284686,0.058147589,0.021616731,0.048597888,0,0.395546631,0.155283774,0.111900649,0.128362208,20,20.39554663
60617,0.305298684,0.298706714,0.25202355,0.119367833,0.037035689,0.300902708,0.249415062,0.070234714,0.169835411,0,0.02777041,0.020202894,0.00903831,0.027795602,0.009435581,0.004160471,0.023259036,0.016954298,0.015480454,0,0.154097056,0.057011613,0.041391654,0.055693789,20,20.15409706
60618,8.388452323,8.097095017,8.171610307,7.82880471,3.015604054,10.38114343,11.04784019,9.160524997,6.77859748,0,0.763025749,0.655058524,1.178842498,0.753460247,0.618837744,0.338763298,0.802436732,0.750990651,0.617867436,0,6.479282879,2.596926771,1.711061289,2.171294819,20,26.47928288
60619,15.51837633,14.70012839,19.58232479,19.48689014,10.17974572,22.41725175,26.25717069,9.8678226,14.85184915,0,1.411573943,1.569772454,1.26986266,1.367893343,1.540365814,1.143560019,1.732798161,1.784863771,1.353742272,0,13.17443244,4.251209058,4.051819177,4.871404204,20,33.17443244
60620,7.890013546,6.274163435,13.05393336,12.87973183,9.35592299,13.23971916,19.38578572,2.90576791,9.941700363,0,0.717687037,1.046438828,0.373935195,0.58383071,1.01809465,1.051014414,1.023397571,1.317772848,0.90618346,0,8.038354713,2.13806106,2.652939774,3.247353879,20,28.03835471
60621,0.702076473,0.74653183,0.518769581,0.646405539,0.030144145,0.902708124,0.59859615,0.788980266,0.416609088,0,0.063861891,0.041585982,0.101531677,0.069467143,0.051095941,0.003386297,0.069777107,0.040690316,0.037973812,0,0.479370166,0.20697955,0.123949381,0.148441236,20,20.47937017
60622,1.580796808,1.602458618,0.760503224,0.561132699,0.39417726,1.905717152,1.15978004,1.607353915,1.094591078,0,0.143791563,0.060964008,0.206845907,0.149113832,0.044355442,0.04428061,0.147307226,0.078837488,0.099771698,0,0.975267775,0.411601478,0.237749885,0.325916412,20,20.97526778
60623,1.582217536,1.74282427,0.78852343,0.418142452,0.396217457,2.03109328,0.804363576,1.542224367,1.04840813,0,0.143920794,0.063210184,0.198464567,0.162175299,0.033052598,0.0445098,0.156998491,0.054677613,0.095562134,0,0.95257148,0.405595545,0.239737696,0.307238238,20,20.95257148
60624,2.693226916,2.878272256,1.366499548,0.71570983,0.637400082,3.309929789,1.374900531,2.558616593,1.708117836,0,0.244979813,0.109542323,0.329261257,0.267832318,0.056574186,0.071603483,0.255849393,0.09346057,0.155694506,0,1.58479785,0.683783393,0.396009987,0.505004469,20,21.58479785
60625,0.550532142,0.503975469,1.495044223,1.489847395,0.828669635,0.977933801,1.425407082,0.566673474,0.487819402,0,0.050077199,0.119846814,0.072923634,0.046896508,0.117766867,0.093090092,0.075591866,0.096893816,0.044464614,0,0.717551411,0.242847648,0.257753467,0.216950296,20,20.71755141
60626,2.815409533,2.554875495,8.311394726,7.898439989,3.898492945,5.040120361,7.447533762,2.658863497,2.443030077,0,0.256093721,0.666264023,0.342161753,0.237739228,0.624342153,0.437944207,0.389588848,0.506255352,0.22268157,0,3.683070856,1.264519496,1.300025589,1.118525771,20,23.68307086
60628,0.652903495,0.63220146,0.788576199,0.537551443,0.294278905,0.702106319,0.914521895,0.172338042,0.534025517,0,0.059389046,0.063214414,0.022177704,0.058828341,0.042491432,0.033058349,0.054271083,0.062165761,0.04867629,0,0.444272421,0.144781164,0.134378123,0.165113134,20,20.44427242
60629,0.036702143,0.032176967,0.1418424,0.133185371,0.082666359,0.075225677,0.224473556,0.055692725,0.201934625,0,0.00333848,0.011370473,0.007166942,0.002994168,0.010527806,0.009286474,0.005814759,0.015258869,0.01840629,0,0.08416426,0.021875895,0.022808448,0.039479917,20,20.08416426
60630,1.080463726,1.01816224,4.294057025,4.285059919,6.210582775,1.955867603,5.246267683,1.029387194,1.611869998,0,0.098280542,0.344223299,0.132468977,0.09474321,0.338717967,0.697676971,0.151183732,0.356621558,0.14692154,0,2.360837796,0.574972818,1.131138148,0.654726831,20,22.3608378
60631,0.444924686,0.357411553,1.874820916,1.899532237,2.627054992,0.902708124,1.837120088,0.205598975,0.574280356,0,0.040470993,0.150290748,0.026457961,0.033258273,0.150150922,0.295114941,0.069777107,0.124880518,0.052345508,0,0.942746971,0.217219701,0.478524136,0.247003134,20,20.94274697
60632,6.559264885,7.5937556,5.20605933,4.712207218,1.393114479,8.650952858,5.088067273,7.288785342,5.129065905,0,0.596640215,0.417331886,0.937973525,0.706622926,0.372482364,0.156498017,0.668697277,0.345867689,0.467513053,0,4.669626951,1.951945626,1.235603307,1.482078018,20,24.66962695
60633,3.013837892,3.586229757,10.83004716,10.08246298,12.00008435,4.363089268,11.69756642,0.826108749,9.843930345,0,0.274143051,0.868166058,0.106309639,0.333709998,0.796981006,1.348051029,0.337256018,0.795156598,0.897271747,0,5.757045143,1.248618747,2.478742033,2.029684363,20,25.75704514
60634,0.05611876,0.13228244,0.223845037,0.217705286,0.284067067,0.075225677,0.586125397,0.128557373,0.204250781,0,0.005104644,0.017944027,0.016543691,0.012309299,0.017208789,0.031911184,0.005814759,0.039842601,0.018617407,0,0.165296401,0.039592362,0.061429272,0.064274767,20,20.1652964
60636,15.89463249,14.02785749,23.32943372,23.81097317,15.15770703,25.95285857,32.91343517,9.803775967,18.46273979,0,1.445798747,1.870150905,1.261620677,1.305336413,1.882168412,1.702768244,2.00609183,2.237331611,1.682874036,0,15.39414088,4.57757033,4.890273069,5.926297478,20,35.39414088
60637,1.666040494,1.908527891,1.324917773,1.582334615,0.080384386,2.106318957,1.371782843,1.883342306,1.048907465,0,0.151545452,0.106209015,0.242362086,0.177594544,0.125077636,0.009030124,0.16281325,0.093248642,0.095607649,0,1.163488397,0.500116553,0.311702304,0.35166954,20,21.1634884
60638,32.50120762,34.29894998,29.82975218,26.580859,14.15624075,51.25376129,34.06178368,31.56725516,29.32391235,0,2.956356826,2.391234125,4.062302317,3.191625549,2.101117532,1.590266731,3.961789084,2.315392027,2.672867153,0,25.24295134,9.409893269,6.883009812,8.950048264,20,45.24295134
60639,1.672670559,1.810407289,1.66316546,1.499738691,1.045257149,6.469408224,3.529223133,2.192436928,2.550625021,0,0.152148532,0.13332387,0.282138614,0.168464112,0.118548737,0.117420839,0.500069268,0.239903323,0.232488822,0,1.944506117,0.567611016,0.404433688,0.972461413,20,21.94450612
60640,1.323802879,1.19430095,3.316410396,3.278531531,1.285408931,2.20661986,2.913167928,1.253086305,0.981895561,0,0.120415023,0.265852484,0.161256193,0.111133473,0.259155661,0.144398721,0.170566262,0.198026206,0.089499531,0,1.520303554,0.547523701,0.514687855,0.458091999,20,21.52030355
60641,11.74823751,11.56192245,15.90993641,15.43136514,11.46560595,19.85957874,21.98451252,13.13141627,11.72202423,0,1.068636666,1.275383806,1.689845457,1.075873376,1.219791724,1.288009438,1.535096357,1.494424528,1.068459527,0,11.71552088,4.03386593,3.583674538,4.097980412,20,31.71552088
60642,16.52519898,16.48199987,9.46148963,8.113574185,4.776069097,17.97893681,14.70675915,17.11808714,14.16324449,0,1.503155987,0.758458761,2.20287905,1.533702107,0.641347707,0.536528301,1.389727384,0.999710209,1.290976133,0,10.85648564,4.464493798,2.711578115,3.680413726,20,30.85648564
60643,1.963130527,1.694971477,3.043912571,2.736846877,1.973283165,2.908726178,4.497784958,0.542075853,2.310854188,0,0.17856919,0.244008317,0.069758235,0.157722446,0.216337514,0.221672309,0.224837345,0.305742516,0.210633772,0,1.829281642,0.492335742,0.595732268,0.741213632,20,21.82928164
60644,2.998683459,3.19309316,1.964738866,1.083668794,0.750575625,5.040120361,1.936084422,3.101620658,2.302249343,0,0.272764582,0.157498815,0.399138941,0.297127396,0.085659967,0.084317261,0.389588848,0.131607742,0.209849442,0,2.027552994,0.829402338,0.467104624,0.731046032,20,22.02755299
60645,6.054196042,5.494946197,18.02506621,17.77182346,10.42359012,11.35907723,17.15726214,5.582731543,5.518139553,0,0.550698423,1.444938368,0.718426204,0.511322086,1.404796205,1.170952718,0.878028598,1.166286192,0.502977017,0,8.348425812,2.714062995,3.08707101,2.547291806,20,28.34842581
60646,0.473812824,0.381904331,2.444565109,2.416820535,4.35316049,0.902708124,2.636139056,0.270573821,0.778757692,0,0.043098699,0.195962993,0.034819393,0.035537403,0.191040628,0.489020103,0.069777107,0.179194825,0.070983566,0,1.309434716,0.273881085,0.715598134,0.319955497,20,21.30943472
60647,31.23731211,30.72263948,31.92403833,30.25281983,17.94438071,47.54262788,46.12414933,34.52531234,28.35703706,0,2.841391063,2.559117803,4.442966474,2.858838569,2.391372308,2.015814238,3.674927643,3.135346305,2.584736716,0,26.50451112,9.843475341,7.266025115,9.395010664,20,46.50451112
60649,2.989922302,3.420279028,2.461345571,2.601871946,0.176130112,3.610832497,2.469209118,2.972135073,1.864387108,0,0.271967655,0.19730816,0.382475801,0.318267759,0.20566825,0.019785892,0.279108429,0.167847555,0.169938411,0,2.012367911,0.851751616,0.543721901,0.616894394,20,22.01236791
60651,42.3516681,42.44841342,38.76176018,34.88505175,21.319557,68.00401203,55.68609928,46.2801901,37.63190386,0,3.85236895,3.107248197,5.955669017,3.949958843,2.757532923,2.394970729,5.256542071,3.785331723,3.430138465,0,34.48976092,12.91528616,9.102462495,12.47201226,20,54.48976092
60652,2.770893386,1.713945783,5.769787885,6.177424833,4.968469546,5.792377131,8.916588483,0.88690664,4.495223576,0,0.252044468,0.462521901,0.11413355,0.159488065,0.488302339,0.558141951,0.447736437,0.60611617,0.409738486,0,3.498223366,0.828699919,1.205932354,1.463591093,20,23.49822337
60653,5.30665627,6.322863426,4.693305387,4.609407048,1.052586059,7.146439318,4.423999669,6.129448456,4.234784502,0,0.482701125,0.376228134,0.788781684,0.588362398,0.364356395,0.118244146,0.552402098,0.300726869,0.38599953,0,3.957802379,1.647710943,1.070962938,1.239128498,20,23.95780238
60654,35.40643875,35.0917677,16.95570749,14.54320976,11.60152707,34.52858576,28.06293574,35.22518425,35.6298493,0,3.220620848,1.359215663,4.533031044,3.26539974,1.149586362,1.303278382,2.668974348,1.907612892,3.247651702,0,22.65537098,9.112867556,5.718264483,7.824238942,20,42.65537098
60655,5.874710725,4.344791579,11.3350441,12.65322203,10.10235165,12.71313942,17.15352092,1.660107301,9.600610556,0,0.534372179,0.908647986,0.213634594,0.404296569,1.000189898,1.134865818,0.982694259,1.166031877,0.87509321,0,7.219826391,1.65665476,2.539352285,3.023819346,20,27.21982639
60656,4.600080824,4.15010679,18.61982279,19.0817793,28.57763285,8.801404212,22.18921102,3.412107598,7.127514467,0,0.418430001,1.492615674,0.439094642,0.386180535,1.508343317,3.210319716,0.680326795,1.508339163,0.649671131,0,10.29332097,2.350140318,5.104843568,2.838337089,20,30.29332097
60657,0.45155475,0.437198271,0.897754742,0.896847435,0.152193029,0.827482447,1.02135468,0.584773609,0.348768807,0,0.041074073,0.071966464,0.07525289,0.040682679,0.070892437,0.017096877,0.063962348,0.069427852,0.031790188,0,0.482145808,0.188293427,0.128671993,0.165180389,20,20.48214581
60659,14.32725367,12.97495299,44.45155063,43.6577008,34.30542705,25.97793381,43.78239923,13.28983113,14.03185781,0,1.303227704,3.563357286,1.710231426,1.207360326,3.450978034,3.853761766,2.008030084,2.976162935,1.27900027,0,21.35210983,6.576816416,8.512100126,6.263193289,20,41.35210983
60660,2.58643552,2.332226501,7.007109534,6.70349889,3.312589894,4.287863591,6.259486683,2.50385208,2.103012372,0,0.235265914,0.561708972,0.322213764,0.217021037,0.529886526,0.372125736,0.331441259,0.425496377,0.191689043,0,3.186848628,1.11918865,1.119033299,0.948626679,20,23.18684863
60661,100,100,48.46598607,40.53840038,33.13904637,100,77.70276856,100,100,0,9.09614455,3.885165358,12.86872203,9.305315615,3.204408998,3.722734297,7.729752869,5.281942146,9.114974566,0,64.20916043,25.85003193,16.23245891,22.12666958,20,84.20916043
60706,1.136582486,1.150444681,4.541648,4.515184204,6.602324919,2.03109328,6.019454377,1.161193309,1.816120779,0,0.103385186,0.364070865,0.149430739,0.107052509,0.356908431,0.741684029,0.156998491,0.409179883,0.165538947,0,2.55424908,0.61688679,1.205644968,0.731717321,20,22.55424908
60707,1.311095255,1.363303944,0.976907867,0.88142613,0.570269894,4.889669007,2.232264808,1.506488202,1.720725946,0,0.11925912,0.078311594,0.193865779,0.126859735,0.06967344,0.064062293,0.37795933,0.151740971,0.156843732,0,1.338575994,0.391436492,0.260595468,0.686544034,20,21.33857599
60712,30.11233224,26.94228458,100,100,83.85354011,55.59177532,100,27.16087772,31.9138881,0,2.739061268,8.01627218,3.495257853,2.507064615,7.904626151,9.419838042,4.297106848,6.797624131,2.908942784,0,48.08579387,14.2505913,19.83152881,14.00367376,20,68.08579387
60714,3.923814245,2.777478074,24.68231893,26.63271186,33.95852679,6.695085255,26.26667222,2.461618431,8.60485784,0,0.356915816,1.978601866,0.316778833,0.258453101,2.105216307,3.814792102,0.517513545,1.785509649,0.784330604,0,11.91811182,2.652296515,6.17846151,3.087353797,20,31.91811182
60803,1.996122991,1.214074861,4.97429898,6.538770568,5.509988589,6.31895687,7.363979717,0.592199306,4.698023009,0,0.181570233,0.398753345,0.076208482,0.112973498,0.516865368,0.618974465,0.48843975,0.500575662,0.428223602,0,3.322584406,0.65653206,1.248813331,1.417239015,20,23.32258441
60804,14.24516716,15.80835832,9.927384923,7.562107475,3.382379012,21.2888666,9.826953455,14.96509923,10.93629719,0,1.295760996,0.795806196,1.92581702,1.471017635,0.597756325,0.379965622,1.645576777,0.667999359,0.996840708,0,9.776540638,4.017384212,2.448739582,3.310416844,20,29.77654064
60805,0.492992653,0.322926417,1.016642736,1.144303977,0.955966193,1.128385155,1.677316295,0.137839494,0.7524255,0,0.044843324,0.081496849,0.017738181,0.030049322,0.090452951,0.107390179,0.087221384,0.114017657,0.068583393,0,0.641793242,0.144078354,0.227892453,0.269822434,20,20.64179324
60827,30.72087745,26.16187002,70.48649094,72.94833932,65.72594891,60.18054162,94.98972651,8.608702916,61.04558366,0,2.79441542,5.650388964,1.107830048,2.434444576,5.766293506,7.383442525,4.651807143,6.457044571,5.564289425,0,41.80995618,9.552634432,15.58418061,16.67314114,20,61.80995618
